"s"	"v"	"b"	"x"	"y"
1	0	1	500	750
1	0	1	493.573	749.918
1	0	1	487.185	749.673
1	0	1	480.838	749.267
1	0	1	474.533	748.703
1	0	1	468.273	747.982
1	0	1	462.059	747.106
1	0	1	455.895	746.077
1	0	1	449.78	744.897
1	0	1	443.719	743.569
1	0	1	437.712	742.094
1	0	1	431.761	740.474
1	0	1	425.87	738.712
1	0	1	420.039	736.808
1	0	1	414.27	734.766
1	0	1	408.567	732.587
1	0	1	402.93	730.273
1	0	1	391.864	725.25
1	0	1	381.088	719.711
1	0	1	370.62	713.674
1	0	1	360.474	707.153
1	0	1	350.666	700.166
1	0	1	341.214	692.728
1	0	1	332.132	684.855
1	0	1	323.438	676.562
1	0	1	315.145	667.868
1	0	1	307.272	658.786
1	0	1	299.834	649.334
1	0	1	292.847	639.526
1	0	1	286.326	629.38
1	0	1	280.289	618.912
1	0	1	274.75	608.136
1	0	1	269.727	597.07
1	0	1	267.413	591.433
1	0	1	265.234	585.73
1	0	1	263.192	579.961
1	0	1	261.288	574.13
1	0	1	259.526	568.239
1	0	1	257.906	562.288
1	0	1	256.431	556.281
1	0	1	255.103	550.22
1	0	1	253.923	544.105
1	0	1	252.894	537.941
1	0	1	252.018	531.727
1	0	1	251.297	525.467
1	0	1	250.733	519.162
1	0	1	250.327	512.815
1	0	1	250.082	506.427
1	0	1	250	500
1	0	1	250.082	493.573
1	0	1	250.327	487.185
1	0	1	250.733	480.838
1	0	1	251.297	474.533
1	0	1	252.018	468.273
1	0	1	252.894	462.059
1	0	1	253.923	455.895
1	0	1	255.103	449.78
1	0	1	256.431	443.719
1	0	1	257.906	437.712
1	0	1	259.526	431.761
1	0	1	261.288	425.87
1	0	1	263.192	420.039
1	0	1	265.234	414.27
1	0	1	267.413	408.567
1	0	1	269.727	402.93
1	0	1	274.75	391.864
1	0	1	280.289	381.088
1	0	1	286.326	370.62
1	0	1	292.847	360.474
1	0	1	299.834	350.666
1	0	1	307.272	341.214
1	0	1	315.145	332.132
1	0	1	323.438	323.438
1	0	1	332.132	315.145
1	0	1	341.214	307.272
1	0	1	350.666	299.834
1	0	1	360.474	292.847
1	0	1	370.62	286.326
1	0	1	381.088	280.289
1	0	1	391.864	274.75
1	0	1	402.93	269.727
1	0	1	408.567	267.413
1	0	1	414.27	265.234
1	0	1	420.039	263.192
1	0	1	425.87	261.288
1	0	1	431.761	259.526
1	0	1	437.712	257.906
1	0	1	443.719	256.431
1	0	1	449.78	255.103
1	0	1	455.895	253.923
1	0	1	462.059	252.894
1	0	1	468.273	252.018
1	0	1	474.533	251.297
1	0	1	480.838	250.733
1	0	1	487.185	250.327
1	0	1	493.573	250.082
1	0	1	500	250
1	0	1	506.427	250.082
1	0	1	512.815	250.327
1	0	1	519.162	250.733
1	0	1	525.467	251.297
1	0	1	531.727	252.018
1	0	1	537.941	252.894
1	0	1	544.105	253.923
1	0	1	550.22	255.103
1	0	1	556.281	256.431
1	0	1	562.288	257.906
1	0	1	568.239	259.526
1	0	1	574.13	261.288
1	0	1	579.961	263.192
1	0	1	585.73	265.234
1	0	1	591.433	267.413
1	0	1	597.07	269.727
1	0	1	608.136	274.75
1	0	1	618.912	280.289
1	0	1	629.38	286.326
1	0	1	639.526	292.847
1	0	1	649.334	299.834
1	0	1	658.786	307.272
1	0	1	667.868	315.145
1	0	1	676.562	323.438
1	0	1	684.855	332.132
1	0	1	692.728	341.214
1	0	1	700.166	350.666
1	0	1	707.153	360.474
1	0	1	713.674	370.62
1	0	1	719.711	381.088
1	0	1	725.25	391.864
1	0	1	730.273	402.93
1	0	1	732.587	408.567
1	0	1	734.766	414.27
1	0	1	736.808	420.039
1	0	1	738.712	425.87
1	0	1	740.474	431.761
1	0	1	742.094	437.712
1	0	1	743.569	443.719
1	0	1	744.897	449.78
1	0	1	746.077	455.895
1	0	1	747.106	462.059
1	0	1	747.982	468.273
1	0	1	748.703	474.533
1	0	1	749.267	480.838
1	0	1	749.673	487.185
1	0	1	749.918	493.573
1	0	1	750	500
1	0	1	749.918	506.427
1	0	1	749.673	512.815
1	0	1	749.267	519.162
1	0	1	748.703	525.467
1	0	1	747.982	531.727
1	0	1	747.106	537.941
1	0	1	746.077	544.105
1	0	1	744.897	550.22
1	0	1	743.569	556.281
1	0	1	742.094	562.288
1	0	1	740.474	568.239
1	0	1	738.712	574.13
1	0	1	736.808	579.961
1	0	1	734.766	585.73
1	0	1	732.587	591.433
1	0	1	730.273	597.07
1	0	1	725.25	608.136
1	0	1	719.711	618.912
1	0	1	713.674	629.38
1	0	1	707.153	639.526
1	0	1	700.166	649.334
1	0	1	692.728	658.786
1	0	1	684.855	667.868
1	0	1	676.562	676.562
1	0	1	667.868	684.855
1	0	1	658.786	692.728
1	0	1	649.334	700.166
1	0	1	639.526	707.153
1	0	1	629.38	713.674
1	0	1	618.912	719.711
1	0	1	608.136	725.25
1	0	1	597.07	730.273
1	0	1	591.433	732.587
1	0	1	585.73	734.766
1	0	1	579.961	736.808
1	0	1	574.13	738.712
1	0	1	568.239	740.474
1	0	1	562.288	742.094
1	0	1	556.281	743.569
1	0	1	550.22	744.897
1	0	1	544.105	746.077
1	0	1	537.941	747.106
1	0	1	531.727	747.982
1	0	1	525.467	748.703
1	0	1	519.162	749.267
1	0	1	512.815	749.673
1	0	1	506.427	749.918
1	0	1	500	750
1	0	1	500	750
1	0	1	NA	NA
2	0	1	500	284
2	0	1	492.317	288.671
2	0	1	484.878	293.541
2	0	1	477.683	298.602
2	0	1	470.732	303.848
2	0	1	464.025	309.273
2	0	1	457.562	314.87
2	0	1	451.343	320.634
2	0	1	445.367	326.557
2	0	1	439.636	332.633
2	0	1	434.148	338.856
2	0	1	428.904	345.22
2	0	1	423.904	351.718
2	0	1	419.148	358.343
2	0	1	414.636	365.09
2	0	1	410.368	371.952
2	0	1	406.344	378.922
2	0	1	402.563	385.994
2	0	1	399.027	393.163
2	0	1	395.734	400.42
2	0	1	392.686	407.761
2	0	1	389.881	415.178
2	0	1	387.32	422.666
2	0	1	385.003	430.217
2	0	1	382.93	437.826
2	0	1	381.1	445.486
2	0	1	379.515	453.191
2	0	1	378.174	460.934
2	0	1	377.076	468.709
2	0	1	376.223	476.509
2	0	1	375.613	484.329
2	0	1	375.247	492.161
2	0	1	375.125	500
2	0	1	375.247	507.839
2	0	1	375.613	515.671
2	0	1	376.223	523.491
2	0	1	377.076	531.291
2	0	1	378.174	539.066
2	0	1	379.515	546.809
2	0	1	381.1	554.514
2	0	1	382.93	562.174
2	0	1	385.003	569.783
2	0	1	387.32	577.334
2	0	1	389.881	584.822
2	0	1	392.686	592.239
2	0	1	395.734	599.58
2	0	1	399.027	606.837
2	0	1	402.563	614.006
2	0	1	406.344	621.078
2	0	1	410.368	628.048
2	0	1	414.636	634.91
2	0	1	419.148	641.657
2	0	1	423.904	648.282
2	0	1	428.904	654.78
2	0	1	434.148	661.144
2	0	1	439.636	667.367
2	0	1	445.367	673.443
2	0	1	451.343	679.366
2	0	1	457.562	685.13
2	0	1	464.025	690.727
2	0	1	470.732	696.152
2	0	1	477.683	701.398
2	0	1	484.878	706.459
2	0	1	492.317	711.329
2	0	1	500	716
2	0	1	NA	NA
2	0	2	500	716
2	0	2	493.065	720.007
2	0	2	485.954	723.777
2	0	2	478.681	727.307
2	0	2	471.258	730.594
2	0	2	463.697	733.634
2	0	2	456.011	736.426
2	0	2	448.212	738.965
2	0	2	440.312	741.25
2	0	2	432.325	743.277
2	0	2	424.263	745.043
2	0	2	416.137	746.545
2	0	2	407.961	747.781
2	0	2	399.747	748.748
2	0	2	391.507	749.441
2	0	2	383.254	749.86
2	0	2	375	750
2	0	2	368.573	749.918
2	0	2	362.185	749.673
2	0	2	355.838	749.267
2	0	2	349.533	748.703
2	0	2	343.273	747.982
2	0	2	337.059	747.106
2	0	2	330.895	746.077
2	0	2	324.78	744.897
2	0	2	318.719	743.569
2	0	2	312.712	742.094
2	0	2	306.761	740.474
2	0	2	300.87	738.712
2	0	2	295.039	736.808
2	0	2	289.27	734.766
2	0	2	283.567	732.587
2	0	2	277.93	730.273
2	0	2	266.864	725.25
2	0	2	256.088	719.711
2	0	2	245.62	713.674
2	0	2	235.474	707.153
2	0	2	225.666	700.166
2	0	2	216.214	692.728
2	0	2	207.132	684.855
2	0	2	198.438	676.562
2	0	2	190.145	667.868
2	0	2	182.272	658.786
2	0	2	174.834	649.334
2	0	2	167.847	639.526
2	0	2	161.326	629.38
2	0	2	155.289	618.912
2	0	2	149.75	608.136
2	0	2	144.727	597.07
2	0	2	142.413	591.433
2	0	2	140.234	585.73
2	0	2	138.192	579.961
2	0	2	136.288	574.13
2	0	2	134.526	568.239
2	0	2	132.906	562.288
2	0	2	131.431	556.281
2	0	2	130.103	550.22
2	0	2	128.923	544.105
2	0	2	127.894	537.941
2	0	2	127.018	531.727
2	0	2	126.297	525.467
2	0	2	125.733	519.162
2	0	2	125.327	512.815
2	0	2	125.082	506.427
2	0	2	125	500
2	0	2	125.082	493.573
2	0	2	125.327	487.185
2	0	2	125.733	480.838
2	0	2	126.297	474.533
2	0	2	127.018	468.273
2	0	2	127.894	462.059
2	0	2	128.923	455.895
2	0	2	130.103	449.78
2	0	2	131.431	443.719
2	0	2	132.906	437.712
2	0	2	134.526	431.761
2	0	2	136.288	425.87
2	0	2	138.192	420.039
2	0	2	140.234	414.27
2	0	2	142.413	408.567
2	0	2	144.727	402.93
2	0	2	149.75	391.864
2	0	2	155.289	381.088
2	0	2	161.326	370.62
2	0	2	167.847	360.474
2	0	2	174.834	350.666
2	0	2	182.272	341.214
2	0	2	190.145	332.132
2	0	2	198.438	323.438
2	0	2	207.132	315.145
2	0	2	216.214	307.272
2	0	2	225.666	299.834
2	0	2	235.474	292.847
2	0	2	245.62	286.326
2	0	2	256.088	280.289
2	0	2	266.864	274.75
2	0	2	277.93	269.727
2	0	2	283.567	267.413
2	0	2	289.27	265.234
2	0	2	295.039	263.192
2	0	2	300.87	261.288
2	0	2	306.761	259.526
2	0	2	312.712	257.906
2	0	2	318.719	256.431
2	0	2	324.78	255.103
2	0	2	330.895	253.923
2	0	2	337.059	252.894
2	0	2	343.273	252.018
2	0	2	349.533	251.297
2	0	2	355.838	250.733
2	0	2	362.185	250.327
2	0	2	368.573	250.082
2	0	2	375	250
2	0	2	383.254	250.223
2	0	2	391.507	250.702
2	0	2	399.747	251.438
2	0	2	407.961	252.43
2	0	2	416.137	253.676
2	0	2	424.263	255.177
2	0	2	432.325	256.931
2	0	2	440.312	258.938
2	0	2	448.212	261.196
2	0	2	456.011	263.706
2	0	2	463.697	266.466
2	0	2	471.258	269.477
2	0	2	478.681	272.736
2	0	2	485.954	276.243
2	0	2	493.065	279.998
2	0	2	500	284
2	0	2	NA	NA
2	0	3	500	284
2	0	3	506.935	279.998
2	0	3	514.046	276.243
2	0	3	521.319	272.736
2	0	3	528.742	269.477
2	0	3	536.303	266.466
2	0	3	543.989	263.706
2	0	3	551.788	261.196
2	0	3	559.688	258.938
2	0	3	567.675	256.931
2	0	3	575.737	255.177
2	0	3	583.863	253.676
2	0	3	592.039	252.43
2	0	3	600.253	251.438
2	0	3	608.493	250.702
2	0	3	616.746	250.223
2	0	3	625	250
2	0	3	631.427	250.082
2	0	3	637.815	250.327
2	0	3	644.162	250.733
2	0	3	650.467	251.297
2	0	3	656.727	252.018
2	0	3	662.941	252.894
2	0	3	669.105	253.923
2	0	3	675.22	255.103
2	0	3	681.281	256.431
2	0	3	687.288	257.906
2	0	3	693.239	259.526
2	0	3	699.13	261.288
2	0	3	704.961	263.192
2	0	3	710.73	265.234
2	0	3	716.433	267.413
2	0	3	722.07	269.727
2	0	3	733.136	274.75
2	0	3	743.912	280.289
2	0	3	754.38	286.326
2	0	3	764.526	292.847
2	0	3	774.334	299.834
2	0	3	783.786	307.272
2	0	3	792.868	315.145
2	0	3	801.562	323.438
2	0	3	809.855	332.132
2	0	3	817.728	341.214
2	0	3	825.166	350.666
2	0	3	832.153	360.474
2	0	3	838.674	370.62
2	0	3	844.711	381.088
2	0	3	850.25	391.864
2	0	3	855.273	402.93
2	0	3	857.587	408.567
2	0	3	859.766	414.27
2	0	3	861.808	420.039
2	0	3	863.712	425.87
2	0	3	865.474	431.761
2	0	3	867.094	437.712
2	0	3	868.569	443.719
2	0	3	869.897	449.78
2	0	3	871.077	455.895
2	0	3	872.106	462.059
2	0	3	872.982	468.273
2	0	3	873.703	474.533
2	0	3	874.267	480.838
2	0	3	874.673	487.185
2	0	3	874.918	493.573
2	0	3	875	500
2	0	3	874.918	506.427
2	0	3	874.673	512.815
2	0	3	874.267	519.162
2	0	3	873.703	525.467
2	0	3	872.982	531.727
2	0	3	872.106	537.941
2	0	3	871.077	544.105
2	0	3	869.897	550.22
2	0	3	868.569	556.281
2	0	3	867.094	562.288
2	0	3	865.474	568.239
2	0	3	863.712	574.13
2	0	3	861.808	579.961
2	0	3	859.766	585.73
2	0	3	857.587	591.433
2	0	3	855.273	597.07
2	0	3	850.25	608.136
2	0	3	844.711	618.912
2	0	3	838.674	629.38
2	0	3	832.153	639.526
2	0	3	825.166	649.334
2	0	3	817.728	658.786
2	0	3	809.855	667.868
2	0	3	801.562	676.562
2	0	3	792.868	684.855
2	0	3	783.786	692.728
2	0	3	774.334	700.166
2	0	3	764.526	707.153
2	0	3	754.38	713.674
2	0	3	743.912	719.711
2	0	3	733.136	725.25
2	0	3	722.07	730.273
2	0	3	716.433	732.587
2	0	3	710.73	734.766
2	0	3	704.961	736.808
2	0	3	699.13	738.712
2	0	3	693.239	740.474
2	0	3	687.288	742.094
2	0	3	681.281	743.569
2	0	3	675.22	744.897
2	0	3	669.105	746.077
2	0	3	662.941	747.106
2	0	3	656.727	747.982
2	0	3	650.467	748.703
2	0	3	644.162	749.267
2	0	3	637.815	749.673
2	0	3	631.427	749.918
2	0	3	625	750
2	0	3	616.746	749.86
2	0	3	608.493	749.441
2	0	3	600.253	748.748
2	0	3	592.039	747.781
2	0	3	583.863	746.545
2	0	3	575.737	745.043
2	0	3	567.675	743.277
2	0	3	559.688	741.25
2	0	3	551.788	738.965
2	0	3	543.989	736.426
2	0	3	536.303	733.634
2	0	3	528.742	730.594
2	0	3	521.319	727.307
2	0	3	514.046	723.777
2	0	3	506.935	720.007
2	0	3	500	716
2	0	3	NA	NA
2	0	4	500	716
2	0	4	507.683	711.328
2	0	4	515.122	706.458
2	0	4	522.317	701.395
2	0	4	529.268	696.147
2	0	4	535.975	690.719
2	0	4	542.438	685.118
2	0	4	548.657	679.35
2	0	4	554.633	673.423
2	0	4	560.364	667.342
2	0	4	565.852	661.113
2	0	4	571.096	654.744
2	0	4	576.096	648.24
2	0	4	580.852	641.608
2	0	4	585.364	634.854
2	0	4	589.632	627.985
2	0	4	593.656	621.008
2	0	4	597.437	613.928
2	0	4	600.973	606.752
2	0	4	604.266	599.487
2	0	4	607.314	592.138
2	0	4	610.119	584.713
2	0	4	612.68	577.218
2	0	4	614.997	569.659
2	0	4	617.07	562.042
2	0	4	618.9	554.374
2	0	4	620.485	546.662
2	0	4	621.826	538.912
2	0	4	622.924	531.13
2	0	4	623.777	523.322
2	0	4	624.387	515.496
2	0	4	624.753	507.657
2	0	4	624.875	499.812
2	0	4	624.753	491.968
2	0	4	624.387	484.13
2	0	4	623.777	476.306
2	0	4	622.924	468.501
2	0	4	621.826	460.722
2	0	4	620.485	452.976
2	0	4	618.9	445.269
2	0	4	617.07	437.606
2	0	4	614.997	429.996
2	0	4	612.68	422.444
2	0	4	610.119	414.956
2	0	4	607.314	407.539
2	0	4	604.266	400.2
2	0	4	600.973	392.945
2	0	4	597.437	385.779
2	0	4	593.656	378.711
2	0	4	589.632	371.745
2	0	4	585.364	364.89
2	0	4	580.852	358.15
2	0	4	576.096	351.532
2	0	4	571.096	345.043
2	0	4	565.852	338.689
2	0	4	560.364	332.477
2	0	4	554.633	326.413
2	0	4	548.657	320.503
2	0	4	542.438	314.755
2	0	4	535.975	309.173
2	0	4	529.268	303.766
2	0	4	522.317	298.538
2	0	4	515.122	293.497
2	0	4	507.683	288.649
2	0	4	500	284
2	0	4	NA	NA
3	0	1	750	608.5
3	0	1	749.919	614.835
3	0	1	749.677	621.137
3	0	1	749.277	627.403
3	0	1	748.719	633.632
3	0	1	748.007	639.82
3	0	1	747.142	645.966
3	0	1	746.125	652.068
3	0	1	744.959	658.124
3	0	1	743.646	664.131
3	0	1	742.187	670.088
3	0	1	740.584	675.992
3	0	1	738.84	681.841
3	0	1	734.934	693.367
3	0	1	730.484	704.648
3	0	1	725.506	715.668
3	0	1	720.013	726.41
3	0	1	714.023	736.856
3	0	1	707.549	746.989
3	0	1	700.607	756.794
3	0	1	693.212	766.252
3	0	1	685.38	775.347
3	0	1	677.125	784.062
3	0	1	668.463	792.381
3	0	1	659.409	800.285
3	0	1	649.978	807.758
3	0	1	640.186	814.784
3	0	1	630.047	821.345
3	0	1	619.576	827.424
3	0	1	608.79	833.005
3	0	1	597.703	838.07
3	0	1	592.052	840.404
3	0	1	586.33	842.603
3	0	1	580.542	844.664
3	0	1	574.687	846.586
3	0	1	568.769	848.367
3	0	1	562.789	850.003
3	0	1	556.749	851.494
3	0	1	550.65	852.837
3	0	1	544.496	854.03
3	0	1	538.287	855.07
3	0	1	532.026	855.957
3	0	1	525.714	856.687
3	0	1	519.354	857.258
3	0	1	512.947	857.669
3	0	1	506.495	857.917
3	0	1	500	858
3	0	1	493.505	857.917
3	0	1	487.053	857.669
3	0	1	480.646	857.258
3	0	1	474.286	856.687
3	0	1	467.974	855.957
3	0	1	461.713	855.07
3	0	1	455.504	854.03
3	0	1	449.35	852.837
3	0	1	443.251	851.494
3	0	1	437.211	850.003
3	0	1	431.231	848.367
3	0	1	425.313	846.586
3	0	1	419.458	844.664
3	0	1	413.67	842.603
3	0	1	407.948	840.404
3	0	1	402.297	838.07
3	0	1	391.21	833.005
3	0	1	380.424	827.424
3	0	1	369.953	821.345
3	0	1	359.814	814.784
3	0	1	350.022	807.758
3	0	1	340.591	800.285
3	0	1	331.537	792.381
3	0	1	322.875	784.062
3	0	1	314.62	775.347
3	0	1	306.788	766.252
3	0	1	299.393	756.794
3	0	1	292.451	746.989
3	0	1	285.977	736.856
3	0	1	279.987	726.41
3	0	1	274.494	715.668
3	0	1	269.516	704.648
3	0	1	265.066	693.367
3	0	1	261.16	681.841
3	0	1	259.416	675.992
3	0	1	257.813	670.088
3	0	1	256.354	664.131
3	0	1	255.041	658.124
3	0	1	253.875	652.068
3	0	1	252.858	645.966
3	0	1	251.993	639.82
3	0	1	251.281	633.632
3	0	1	250.723	627.403
3	0	1	250.323	621.137
3	0	1	250.081	614.835
3	0	1	250	608.5
3	0	1	NA	NA
3	0	2	250	608.5
3	0	2	242.949	604.194
3	0	2	235.98	599.635
3	0	2	229.103	594.82
3	0	2	222.33	589.744
3	0	2	215.67	584.403
3	0	2	209.136	578.793
3	0	2	202.738	572.91
3	0	2	196.488	566.75
3	0	2	190.395	560.309
3	0	2	184.472	553.582
3	0	2	178.729	546.566
3	0	2	173.177	539.256
3	0	2	167.827	531.649
3	0	2	162.69	523.74
3	0	2	157.777	515.525
3	0	2	153.1	507
3	0	2	149.833	500.488
3	0	2	146.749	493.855
3	0	2	143.851	487.107
3	0	2	141.142	480.252
3	0	2	138.628	473.293
3	0	2	136.311	466.238
3	0	2	134.196	459.093
3	0	2	132.287	451.862
3	0	2	130.588	444.554
3	0	2	129.103	437.173
3	0	2	127.835	429.725
3	0	2	126.789	422.217
3	0	2	125.969	414.655
3	0	2	125.378	407.044
3	0	2	125.02	399.39
3	0	2	124.9	391.7
3	0	2	124.982	385.255
3	0	2	125.226	378.851
3	0	2	125.629	372.489
3	0	2	126.192	366.171
3	0	2	126.91	359.898
3	0	2	127.782	353.674
3	0	2	128.807	347.5
3	0	2	129.982	341.378
3	0	2	131.306	335.31
3	0	2	132.775	329.298
3	0	2	134.39	323.344
3	0	2	136.146	317.449
3	0	2	138.043	311.616
3	0	2	140.079	305.847
3	0	2	142.251	300.144
3	0	2	144.558	294.508
3	0	2	149.567	283.447
3	0	2	155.091	272.681
3	0	2	161.114	262.224
3	0	2	167.62	252.093
3	0	2	174.594	242.303
3	0	2	182.019	232.87
3	0	2	189.881	223.81
3	0	2	198.162	215.138
3	0	2	206.849	206.869
3	0	2	215.924	199.021
3	0	2	225.373	191.608
3	0	2	235.178	184.646
3	0	2	245.326	178.151
3	0	2	255.799	172.139
3	0	2	266.583	166.624
3	0	2	277.661	161.623
3	0	2	283.306	159.321
3	0	2	289.018	157.152
3	0	2	294.796	155.12
3	0	2	300.638	153.226
3	0	2	306.541	151.473
3	0	2	312.505	149.862
3	0	2	318.526	148.394
3	0	2	324.604	147.073
3	0	2	330.735	145.9
3	0	2	336.918	144.877
3	0	2	343.152	144.006
3	0	2	349.433	143.289
3	0	2	355.761	142.728
3	0	2	362.132	142.325
3	0	2	368.546	142.082
3	0	2	375	142
3	0	2	382.968	142.124
3	0	2	390.933	142.496
3	0	2	398.89	143.121
3	0	2	406.836	144
3	0	2	414.767	145.137
3	0	2	422.681	146.535
3	0	2	430.572	148.197
3	0	2	438.438	150.125
3	0	2	446.274	152.323
3	0	2	454.077	154.793
3	0	2	461.844	157.539
3	0	2	469.57	160.562
3	0	2	477.253	163.868
3	0	2	484.888	167.457
3	0	2	492.471	171.333
3	0	2	500	175.5
3	0	2	NA	NA
3	0	3	375	391.5
3	0	3	368.395	395.41
3	0	3	361.896	399.546
3	0	3	355.51	403.901
3	0	3	349.244	408.474
3	0	3	343.105	413.259
3	0	3	337.099	418.253
3	0	3	331.234	423.452
3	0	3	325.516	428.852
3	0	3	319.951	434.448
3	0	3	314.547	440.238
3	0	3	309.311	446.218
3	0	3	304.248	452.382
3	0	3	299.366	458.727
3	0	3	294.673	465.25
3	0	3	290.173	471.947
3	0	3	285.875	478.812
3	0	3	281.785	485.844
3	0	3	277.909	493.037
3	0	3	274.256	500.387
3	0	3	270.83	507.892
3	0	3	267.64	515.546
3	0	3	264.691	523.346
3	0	3	261.991	531.287
3	0	3	259.547	539.367
3	0	3	257.365	547.581
3	0	3	255.451	555.925
3	0	3	253.814	564.395
3	0	3	252.459	572.987
3	0	3	251.393	581.698
3	0	3	250.624	590.523
3	0	3	250.157	599.458
3	0	3	250	608.5
3	0	3	NA	NA
3	0	4	250	608.5
3	0	4	257.251	612.526
3	0	4	264.598	616.296
3	0	4	272.037	619.81
3	0	4	279.56	623.069
3	0	4	287.162	626.07
3	0	4	294.837	628.815
3	0	4	302.579	631.302
3	0	4	310.381	633.531
3	0	4	318.238	635.502
3	0	4	326.143	637.214
3	0	4	334.091	638.666
3	0	4	342.074	639.859
3	0	4	350.088	640.792
3	0	4	358.126	641.464
3	0	4	366.182	641.875
3	0	4	374.25	642.025
3	0	4	382.324	641.913
3	0	4	390.397	641.538
3	0	4	398.465	640.901
3	0	4	406.52	640
3	0	4	414.556	638.836
3	0	4	422.568	637.407
3	0	4	430.549	635.714
3	0	4	438.494	633.756
3	0	4	446.396	631.533
3	0	4	454.249	629.044
3	0	4	462.047	626.288
3	0	4	469.784	623.266
3	0	4	477.454	619.976
3	0	4	485.05	616.419
3	0	4	492.568	612.594
3	0	4	500	608.5
3	0	4	NA	NA
3	0	5	500	608.5
3	0	5	492.821	604.167
3	0	5	485.819	599.609
3	0	5	478.997	594.832
3	0	5	472.357	589.845
3	0	5	465.905	584.652
3	0	5	459.643	579.262
3	0	5	453.574	573.68
3	0	5	447.703	567.914
3	0	5	442.033	561.97
3	0	5	436.566	555.854
3	0	5	431.307	549.574
3	0	5	426.26	543.136
3	0	5	421.427	536.546
3	0	5	416.812	529.812
3	0	5	412.418	522.941
3	0	5	408.25	515.938
3	0	5	404.31	508.81
3	0	5	400.602	501.565
3	0	5	397.13	494.208
3	0	5	393.896	486.747
3	0	5	390.905	479.188
3	0	5	388.16	471.538
3	0	5	385.665	463.804
3	0	5	383.422	455.992
3	0	5	381.435	448.109
3	0	5	379.709	440.162
3	0	5	378.245	432.157
3	0	5	377.049	424.101
3	0	5	376.123	416
3	0	5	375.47	407.862
3	0	5	375.095	399.693
3	0	5	375	391.5
3	0	5	NA	NA
3	0	6	375	391.5
3	0	6	382.137	387.458
3	0	6	389.404	383.678
3	0	6	396.792	380.158
3	0	6	404.294	376.898
3	0	6	411.899	373.9
3	0	6	419.6	371.162
3	0	6	427.388	368.685
3	0	6	435.255	366.469
3	0	6	443.191	364.513
3	0	6	451.187	362.818
3	0	6	459.236	361.384
3	0	6	467.329	360.211
3	0	6	475.457	359.298
3	0	6	483.611	358.646
3	0	6	491.782	358.255
3	0	6	499.962	358.125
3	0	6	508.143	358.255
3	0	6	516.316	358.646
3	0	6	524.471	359.298
3	0	6	532.601	360.211
3	0	6	540.696	361.384
3	0	6	548.748	362.818
3	0	6	556.749	364.513
3	0	6	564.689	366.469
3	0	6	572.56	368.685
3	0	6	580.354	371.162
3	0	6	588.061	373.9
3	0	6	595.674	376.898
3	0	6	603.182	380.158
3	0	6	610.579	383.678
3	0	6	617.854	387.458
3	0	6	625	391.5
3	0	6	NA	NA
3	0	7	625	391.5
3	0	7	624.896	383.325
3	0	7	624.511	375.172
3	0	7	623.85	367.049
3	0	7	622.914	358.963
3	0	7	621.709	350.92
3	0	7	620.237	342.928
3	0	7	618.502	334.993
3	0	7	616.508	327.122
3	0	7	614.258	319.322
3	0	7	611.755	311.601
3	0	7	609.004	303.964
3	0	7	606.007	296.42
3	0	7	602.768	288.974
3	0	7	599.292	281.635
3	0	7	595.58	274.407
3	0	7	591.638	267.3
3	0	7	587.467	260.319
3	0	7	583.073	253.472
3	0	7	578.458	246.765
3	0	7	573.626	240.205
3	0	7	568.581	233.8
3	0	7	563.325	227.555
3	0	7	557.863	221.479
3	0	7	552.198	215.578
3	0	7	546.334	209.859
3	0	7	540.274	204.329
3	0	7	534.022	198.994
3	0	7	527.581	193.862
3	0	7	520.955	188.94
3	0	7	514.147	184.234
3	0	7	507.161	179.752
3	0	7	500	175.5
3	0	7	NA	NA
3	0	8	500	175.5
3	0	8	492.839	179.752
3	0	8	485.853	184.234
3	0	8	479.045	188.94
3	0	8	472.419	193.862
3	0	8	465.978	198.994
3	0	8	459.726	204.329
3	0	8	453.666	209.859
3	0	8	447.802	215.578
3	0	8	442.137	221.479
3	0	8	436.675	227.555
3	0	8	431.419	233.8
3	0	8	426.374	240.205
3	0	8	421.542	246.765
3	0	8	416.927	253.472
3	0	8	412.533	260.319
3	0	8	408.363	267.3
3	0	8	404.42	274.407
3	0	8	400.708	281.635
3	0	8	397.232	288.974
3	0	8	393.993	296.42
3	0	8	390.996	303.964
3	0	8	388.245	311.601
3	0	8	385.742	319.322
3	0	8	383.492	327.122
3	0	8	381.498	334.993
3	0	8	379.763	342.928
3	0	8	378.291	350.92
3	0	8	377.086	358.963
3	0	8	376.15	367.049
3	0	8	375.489	375.172
3	0	8	375.104	383.325
3	0	8	375	391.5
3	0	8	NA	NA
3	0	9	500	608.5
3	0	9	507.179	604.167
3	0	9	514.181	599.609
3	0	9	521.003	594.832
3	0	9	527.643	589.845
3	0	9	534.095	584.652
3	0	9	540.357	579.262
3	0	9	546.426	573.68
3	0	9	552.297	567.914
3	0	9	557.967	561.97
3	0	9	563.434	555.854
3	0	9	568.693	549.574
3	0	9	573.74	543.136
3	0	9	578.573	536.546
3	0	9	583.188	529.812
3	0	9	587.582	522.941
3	0	9	591.75	515.938
3	0	9	595.69	508.81
3	0	9	599.398	501.565
3	0	9	602.87	494.208
3	0	9	606.104	486.747
3	0	9	609.095	479.188
3	0	9	611.84	471.538
3	0	9	614.335	463.804
3	0	9	616.578	455.992
3	0	9	618.565	448.109
