"s"	"v"	"i"	"x"	"y"
6	0	27	750.226	659.796
6	0	27	751.658	654.197
6	0	27	753.445	648.637
6	0	27	755.625	643.125
6	0	27	758.239	637.672
6	0	27	761.326	632.287
6	0	27	764.926	626.982
6	0	27	769.078	621.766
6	0	27	773.822	616.649
6	0	27	779.197	611.643
6	0	27	785.243	606.756
6	0	27	792	602
6	0	27	792	602
6	0	27	795.713	611.408
6	0	27	798.641	620.266
6	0	27	799.828	624.55
6	0	27	800.842	628.771
6	0	27	801.688	632.955
6	0	27	802.375	637.125
6	0	27	803.299	645.525
6	0	27	803.672	654.172
6	0	27	803.553	663.264
6	0	27	803	673
6	0	27	NA	NA
NA	NA	NA	NA	NA
6	0	28	464	155
6	0	28	467.277	156.331
6	0	28	470.719	158.051
6	0	28	474.301	160.128
6	0	28	478	162.531
6	0	28	481.793	165.227
6	0	28	485.656	168.184
6	0	28	493.5	174.75
6	0	28	501.344	181.973
6	0	28	509	189.594
6	0	28	516.281	197.355
6	0	28	523	205
6	0	28	523	205
6	0	28	507.771	210.084
6	0	28	500.731	212.192
6	0	28	493.984	213.984
6	0	28	487.467	215.443
6	0	28	481.111	216.549
6	0	28	474.853	217.282
6	0	28	468.625	217.625
6	0	28	462.362	217.557
6	0	28	455.998	217.061
6	0	28	449.467	216.115
6	0	28	442.703	214.703
6	0	28	435.64	212.804
6	0	28	428.213	210.4
6	0	28	420.355	207.472
6	0	28	412	204
6	0	28	412	204
6	0	28	424.625	191.281
6	0	28	438	178
6	0	28	444.734	171.559
6	0	28	451.375	165.469
6	0	28	457.828	159.895
6	0	28	464	155
6	0	28	NA	NA
NA	NA	NA	NA	NA
6	0	29	743	302
6	0	29	741.832	309.689
6	0	29	740.594	316.453
6	0	29	738	328.375
6	0	29	735.406	340.109
6	0	29	734.168	346.639
6	0	29	733	354
6	0	29	733	354
6	0	29	742.236	359.217
6	0	29	751.766	364.984
6	0	29	761.318	371.104
6	0	29	770.625	377.375
6	0	29	779.416	383.6
6	0	29	787.422	389.578
6	0	29	794.373	395.111
6	0	29	800	400
6	0	29	800	400
6	0	29	801.758	396.055
6	0	29	803.282	392.099
6	0	29	804.573	388.139
6	0	29	805.631	384.182
6	0	29	806.457	380.234
6	0	29	807.051	376.302
6	0	29	807.414	372.394
6	0	29	807.547	368.516
6	0	29	807.45	364.674
6	0	29	807.123	360.875
6	0	29	806.567	357.127
6	0	29	805.783	353.436
6	0	29	804.771	349.808
6	0	29	803.532	346.251
6	0	29	802.067	342.771
6	0	29	800.375	339.375
6	0	29	798.458	336.07
6	0	29	796.315	332.863
6	0	29	793.948	329.759
6	0	29	791.357	326.768
6	0	29	788.543	323.894
6	0	29	785.506	321.144
6	0	29	782.247	318.526
6	0	29	778.766	316.047
6	0	29	775.063	313.712
6	0	29	771.14	311.53
6	0	29	766.997	309.505
6	0	29	762.635	307.646
6	0	29	758.053	305.96
6	0	29	753.253	304.452
6	0	29	748.235	303.13
6	0	29	743	302
6	0	29	NA	NA
NA	NA	NA	NA	NA
6	0	30	585	806
6	0	30	576.797	804.361
6	0	30	568.688	802.453
6	0	30	560.672	800.287
6	0	30	552.75	797.875
6	0	30	544.922	795.229
6	0	30	537.188	792.359
6	0	30	529.547	789.279
6	0	30	522	786
6	0	30	522	786
6	0	30	525.427	781.971
6	0	30	528.977	778.146
6	0	30	532.679	774.541
6	0	30	536.562	771.172
6	0	30	540.657	768.054
6	0	30	544.992	765.205
6	0	30	549.597	762.64
6	0	30	554.5	760.375
6	0	30	559.731	758.427
6	0	30	565.32	756.811
6	0	30	571.296	755.543
6	0	30	577.688	754.641
6	0	30	584.524	754.119
6	0	30	591.836	753.994
6	0	30	599.651	754.282
6	0	30	608	755
6	0	30	608	755
6	0	30	602.578	767.328
6	0	30	596.875	780.875
6	0	30	590.984	794.234
6	0	30	587.998	800.404
6	0	30	585	806
6	0	30	NA	NA
NA	NA	NA	NA	NA
6	0	31	664	320
6	0	31	660.9	308.16
6	0	31	657.578	297.281
6	0	31	653.998	287.199
6	0	31	650.125	277.75
6	0	31	645.924	268.77
6	0	31	641.359	260.094
6	0	31	636.396	251.559
6	0	31	631	243
6	0	31	631	243
6	0	31	640.375	240.922
6	0	31	649.75	239.125
6	0	31	660.25	237.516
6	0	31	673	236
6	0	31	673	236
6	0	31	674.177	240.923
6	0	31	675.456	245.574
6	0	31	676.833	249.961
6	0	31	678.305	254.094
6	0	31	679.867	257.98
6	0	31	681.517	261.629
6	0	31	683.25	265.049
6	0	31	685.062	268.25
6	0	31	686.952	271.24
6	0	31	688.913	274.027
6	0	31	690.943	276.622
6	0	31	693.039	279.031
6	0	31	695.196	281.265
6	0	31	697.411	283.332
6	0	31	699.68	285.241
6	0	31	702	287
6	0	31	706.776	290.105
6	0	31	711.711	292.719
6	0	31	716.774	294.91
6	0	31	721.938	296.75
6	0	31	727.171	298.309
6	0	31	732.445	299.656
6	0	31	743	302
6	0	31	743	302
6	0	31	741.832	309.689
6	0	31	740.594	316.453
6	0	31	738	328.375
6	0	31	735.406	340.109
6	0	31	734.168	346.639
6	0	31	733	354
6	0	31	733	354
6	0	31	716.453	345.172
6	0	31	699.625	336.625
6	0	31	682.234	328.266
6	0	31	664	320
6	0	31	NA	NA
NA	NA	NA	NA	NA
6	0	32	664	320
6	0	32	660.9	308.16
6	0	32	657.578	297.281
6	0	32	653.998	287.199
6	0	32	650.125	277.75
6	0	32	645.924	268.77
6	0	32	641.359	260.094
6	0	32	636.396	251.559
6	0	32	631	243
6	0	32	631	243
6	0	32	619.757	245.441
6	0	32	609.584	247.15
6	0	32	604.868	247.737
6	0	32	600.381	248.148
6	0	32	596.112	248.386
6	0	32	592.047	248.453
6	0	32	588.174	248.352
6	0	32	584.48	248.084
6	0	32	580.953	247.653
6	0	32	577.58	247.061
6	0	32	574.348	246.309
6	0	32	571.245	245.401
6	0	32	568.258	244.339
6	0	32	565.375	243.125
6	0	32	562.582	241.762
6	0	32	559.868	240.251
6	0	32	557.219	238.596
6	0	32	554.623	236.799
6	0	32	549.539	232.787
6	0	32	544.516	228.234
6	0	32	539.451	223.16
6	0	32	534.244	217.584
6	0	32	523	205
6	0	32	523	205
6	0	32	507.771	210.084
6	0	32	500.731	212.192
6	0	32	493.984	213.984
6	0	32	487.467	215.443
6	0	32	481.111	216.549
6	0	32	474.853	217.282
6	0	32	468.625	217.625
6	0	32	462.362	217.557
6	0	32	455.998	217.061
6	0	32	449.467	216.115
6	0	32	442.703	214.703
6	0	32	435.64	212.804
6	0	32	428.213	210.4
6	0	32	420.355	207.472
6	0	32	412	204
6	0	32	412	204
6	0	32	405.297	211.176
6	0	32	398.688	218.469
6	0	32	392.172	225.902
6	0	32	385.75	233.5
6	0	32	379.422	241.285
6	0	32	373.188	249.281
6	0	32	367.047	257.512
6	0	32	361	266
6	0	32	361	266
6	0	32	369.964	265.329
6	0	32	379.037	264.816
6	0	32	388.211	264.459
6	0	32	397.48	264.26
6	0	32	406.836	264.216
6	0	32	416.27	264.328
6	0	32	425.775	264.595
6	0	32	435.344	265.016
6	0	32	454.64	266.319
6	0	32	474.098	268.232
6	0	32	493.655	270.753
6	0	32	513.25	273.875
6	0	32	532.822	277.595
6	0	32	542.58	279.678
6	0	32	552.309	281.908
6	0	32	562.001	284.286
6	0	32	571.649	286.81
6	0	32	581.245	289.481
6	0	32	590.781	292.297
6	0	32	600.25	295.258
6	0	32	609.644	298.364
6	0	32	618.955	301.613
6	0	32	628.176	305.006
6	0	32	637.298	308.542
6	0	32	646.315	312.219
6	0	32	655.218	316.039
6	0	32	664	320
6	0	32	NA	NA
NA	NA	NA	NA	NA
6	0	33	81	439
6	0	33	82.184	446.197
6	0	33	83.488	453.172
6	0	33	84.916	459.936
6	0	33	86.469	466.5
6	0	33	88.151	472.877
6	0	33	89.965	479.078
6	0	33	91.914	485.115
6	0	33	94	491
6	0	33	96.227	496.744
6	0	33	98.598	502.359
6	0	33	101.115	507.857
6	0	33	103.781	513.25
6	0	33	106.6	518.549
6	0	33	109.574	523.766
6	0	33	112.707	528.912
6	0	33	116	534
6	0	33	116	534
6	0	33	113.313	538.721
6	0	33	110.876	543.504
6	0	33	108.688	548.34
6	0	33	106.746	553.221
6	0	33	105.049	558.137
6	0	33	103.594	563.081
6	0	33	102.381	568.043
6	0	33	101.406	573.016
6	0	33	100.669	577.99
6	0	33	100.167	582.956
6	0	33	99.899	587.907
6	0	33	99.863	592.834
6	0	33	100.057	597.728
6	0	33	100.479	602.58
6	0	33	101.127	607.382
6	0	33	102	612.125
6	0	33	103.095	616.801
6	0	33	104.412	621.401
6	0	33	105.947	625.916
6	0	33	107.699	630.338
6	0	33	109.667	634.658
6	0	33	111.848	638.868
6	0	33	114.241	642.959
6	0	33	116.844	646.922
6	0	33	119.654	650.749
6	0	33	122.671	654.431
6	0	33	125.893	657.96
6	0	33	129.316	661.326
6	0	33	132.941	664.522
6	0	33	136.764	667.539
6	0	33	140.784	670.368
6	0	33	145	673
6	0	33	145	673
6	0	33	144.892	678.793
6	0	33	144.946	684.541
6	0	33	145.166	690.233
6	0	33	145.555	695.859
6	0	33	146.116	701.409
6	0	33	146.854	706.873
6	0	33	147.773	712.24
6	0	33	148.875	717.5
6	0	33	150.165	722.643
6	0	33	151.646	727.658
6	0	33	153.321	732.536
6	0	33	155.195	737.266
6	0	33	157.272	741.837
6	0	33	159.554	746.24
6	0	33	162.045	750.465
6	0	33	164.75	754.5
6	0	33	167.672	758.336
6	0	33	170.813	761.963
6	0	33	174.18	765.37
6	0	33	177.773	768.547
6	0	33	181.599	771.484
6	0	33	185.659	774.17
6	0	33	189.958	776.595
6	0	33	194.5	778.75
6	0	33	199.288	780.623
6	0	33	204.325	782.205
6	0	33	209.616	783.485
6	0	33	215.164	784.453
6	0	33	220.973	785.099
6	0	33	227.046	785.412
6	0	33	233.387	785.383
6	0	33	240	785
6	0	33	240	785
6	0	33	243.843	792.253
6	0	33	247.867	799.383
6	0	33	252.067	806.384
6	0	33	256.438	813.25
6	0	33	260.972	819.976
6	0	33	265.664	826.555
6	0	33	270.509	832.981
6	0	33	275.5	839.25
6	0	33	280.632	845.354
6	0	33	285.898	851.289
6	0	33	291.294	857.048
6	0	33	296.812	862.625
6	0	33	302.448	868.015
6	0	33	308.195	873.211
6	0	33	314.048	878.208
6	0	33	320	883
6	0	33	320	883
6	0	33	308.319	882.394
6	0	33	296.899	881.425
6	0	33	285.74	880.102
6	0	33	274.843	878.431
6	0	33	264.206	876.421
6	0	33	253.828	874.08
6	0	33	243.71	871.415
6	0	33	233.852	868.434
6	0	33	224.251	865.145
6	0	33	214.909	861.556
6	0	33	205.824	857.674
6	0	33	196.997	853.508
6	0	33	188.426	849.066
6	0	33	180.112	844.354
6	0	33	172.053	839.382
6	0	33	164.25	834.156
6	0	33	156.702	828.685
6	0	33	149.408	822.977
6	0	33	142.368	817.039
6	0	33	135.581	810.878
6	0	33	129.048	804.504
6	0	33	122.767	797.924
6	0	33	116.738	791.145
6	0	33	110.961	784.176
6	0	33	105.435	777.024
6	0	33	100.16	769.697
6	0	33	95.135	762.203
6	0	33	90.36	754.549
6	0	33	85.835	746.745
6	0	33	81.558	738.796
6	0	33	77.53	730.712
6	0	33	73.75	722.5
6	0	33	70.217	714.168
6	0	33	66.932	705.723
6	0	33	63.893	697.174
6	0	33	61.101	688.529
6	0	33	58.554	679.794
6	0	33	56.252	670.979
6	0	33	54.195	662.091
6	0	33	52.383	653.137
6	0	33	50.814	644.125
6	0	33	49.489	635.064
6	0	33	48.407	625.962
6	0	33	47.567	616.825
6	0	33	46.97	607.662
6	0	33	46.614	598.48
6	0	33	46.499	589.288
6	0	33	46.625	580.094
6	0	33	46.991	570.904
6	0	33	47.597	561.728
6	0	33	48.442	552.572
6	0	33	49.526	543.445
6	0	33	50.849	534.354
6	0	33	52.409	525.308
6	0	33	54.207	516.313
6	0	33	56.242	507.379
6	0	33	58.514	498.512
6	0	33	61.021	489.721
6	0	33	63.765	481.013
6	0	33	66.743	472.397
6	0	33	69.956	463.88
6	0	33	73.404	455.469
6	0	33	77.085	447.173
6	0	33	81	439
6	0	33	NA	NA
NA	NA	NA	NA	NA
6	0	34	81	439
6	0	34	82.184	446.197
6	0	34	83.488	453.172
6	0	34	84.916	459.936
6	0	34	86.469	466.5
6	0	34	88.151	472.877
6	0	34	89.965	479.078
6	0	34	91.914	485.115
6	0	34	94	491
6	0	34	96.227	496.744
6	0	34	98.598	502.359
6	0	34	101.115	507.857
6	0	34	103.781	513.25
6	0	34	106.6	518.549
6	0	34	109.574	523.766
6	0	34	112.707	528.912
6	0	34	116	534
6	0	34	116	534
6	0	34	119.473	528.795
6	0	34	123.156	523.672
6	0	34	127.074	518.619
6	0	34	131.25	513.625
6	0	34	135.707	508.678
6	0	34	140.469	503.766
6	0	34	145.559	498.877
6	0	34	151	494
6	0	34	151	494
6	0	34	146.882	487.146
6	0	34	143.508	480.461
6	0	34	140.849	473.952
6	0	34	138.875	467.625
6	0	34	137.558	461.485
6	0	34	136.867	455.539
6	0	34	136.774	449.792
6	0	34	137.25	444.25
6	0	34	138.265	438.919
6	0	34	139.789	433.805
6	0	34	141.794	428.913
6	0	34	144.25	424.25
6	0	34	147.128	419.821
6	0	34	150.398	415.633
6	0	34	154.032	411.69
6	0	34	158	408
6	0	34	158	408
6	0	34	151.75	396.25
6	0	34	148.93	390.773
6	0	34	146.25	385.25
6	0	34	143.664	379.445
6	0	34	141.125	373.125
6	0	34	138.586	366.055
6	0	34	136	358
6	0	34	136	358
6	0	34	125.393	369.93
6	0	34	116.578	380.5
6	0	34	109.193	390.133
6	0	34	102.875	399.25
6	0	34	97.26	408.273
6	0	34	91.984	417.625
6	0	34	86.686	427.727
6	0	34	81	439
6	0	34	NA	NA
NA	NA	NA	NA	NA
6	0	35	240	785
6	0	35	233.387	785.383
6	0	35	227.046	785.412
6	0	35	220.973	785.099
6	0	35	215.164	784.453
6	0	35	209.616	783.485
6	0	35	204.325	782.205
6	0	35	199.288	780.623
6	0	35	194.5	778.75
6	0	35	189.958	776.595
6	0	35	185.659	774.17
6	0	35	181.599	771.484
6	0	35	177.773	768.547
6	0	35	174.18	765.37
6	0	35	170.813	761.963
6	0	35	167.672	758.336
6	0	35	164.75	754.5
6	0	35	162.045	750.465
6	0	35	159.554	746.24
6	0	35	157.272	741.837
6	0	35	155.195	737.266
6	0	35	153.321	732.536
6	0	35	151.646	727.658
6	0	35	150.165	722.643
6	0	35	148.875	717.5
6	0	35	147.773	712.24
6	0	35	146.854	706.873
6	0	35	146.116	701.409
6	0	35	145.555	695.859
6	0	35	145.166	690.233
6	0	35	144.946	684.541
6	0	35	144.892	678.793
6	0	35	145	673
6	0	35	145	673
6	0	35	151.564	676.189
6	0	35	158.516	679.016
6	0	35	165.865	681.49
6	0	35	173.625	683.625
6	0	35	181.807	685.432
6	0	35	190.422	686.922
6	0	35	199.482	688.107
6	0	35	209	689
6	0	35	209	689
6	0	35	209.656	695.363
6	0	35	210.496	701.697
6	0	35	211.518	708
6	0	35	212.719	714.266
6	0	35	214.095	720.49
6	0	35	215.645	726.67
6	0	35	217.364	732.8
6	0	35	219.25	738.875
6	0	35	221.3	744.892
6	0	35	223.512	750.846
6	0	35	225.881	756.732
6	0	35	228.406	762.547
6	0	35	231.083	768.285
6	0	35	233.91	773.943
6	0	35	236.883	779.516
6	0	35	240	785
6	0	35	NA	NA
NA	NA	NA	NA	NA
6	0	36	190	460
6	0	36	185.221	453.049
6	0	36	181.203	446.953
6	0	36	174.375	435.875
6	0	36	167.359	423.859
6	0	36	158	408
6	0	36	158	408
6	0	36	154.032	411.69
6	0	36	150.398	415.633
6	0	36	147.128	419.821
6	0	36	144.25	424.25
6	0	36	141.794	428.913
6	0	36	139.789	433.805
6	0	36	138.265	438.919
6	0	36	137.25	444.25
6	0	36	136.774	449.792
6	0	36	136.867	455.539
6	0	36	137.558	461.485
6	0	36	138.875	467.625
6	0	36	140.849	473.952
6	0	36	143.508	480.461
6	0	36	146.882	487.146
6	0	36	151	494
6	0	36	151	494
6	0	36	160.75	485.312
6	0	36	171.25	476.25
6	0	36	181.375	467.562
6	0	36	190	460
6	0	36	NA	NA
NA	NA	NA	NA	NA
6	0	37	116	534
6	0	37	121.012	540.898
6	0	37	126.281	547.375
6	0	37	131.785	553.477
6	0	37	137.5	559.25
6	0	37	143.402	564.742
6	0	37	149.469	570
6	0	37	155.676	575.07
6	0	37	162	580
6	0	37	162	580
6	0	37	158.439	592.076
6	0	37	155.266	603.672
6	0	37	152.49	614.963
6	0	37	150.125	626.125
6	0	37	148.182	637.334
6	0	37	146.672	648.766
6	0	37	145.607	660.596
6	0	37	145	673
6	0	37	145	673
6	0	37	140.784	670.368
6	0	37	136.764	667.539
6	0	37	132.941	664.522
6	0	37	129.316	661.326
6	0	37	125.893	657.96
6	0	37	122.671	654.431
6	0	37	119.654	650.749
6	0	37	116.844	646.922
6	0	37	114.241	642.959
6	0	37	111.848	638.868
6	0	37	109.667	634.658
6	0	37	107.699	630.338
6	0	37	105.947	625.916
6	0	37	104.412	621.401
6	0	37	103.095	616.801
6	0	37	102	612.125
6	0	37	101.127	607.382
6	0	37	100.479	602.58
6	0	37	100.057	597.728
6	0	37	99.863	592.834
6	0	37	99.899	587.907
6	0	37	100.167	582.956
6	0	37	100.669	577.99
6	0	37	101.406	573.016
6	0	37	102.381	568.043
6	0	37	103.594	563.081
6	0	37	105.049	558.137
6	0	37	106.746	553.221
6	0	37	108.688	548.34
6	0	37	110.876	543.504
6	0	37	113.313	538.721
6	0	37	116	534
6	0	37	NA	NA
NA	NA	NA	NA	NA
6	0	38	116	534
6	0	38	121.012	540.898
6	0	38	126.281	547.375
6	0	38	131.785	553.477
6	0	38	137.5	559.25
6	0	38	143.402	564.742
6	0	38	149.469	570
6	0	38	155.676	575.07
6	0	38	162	580
6	0	38	162	580
6	0	38	163.601	574.793
6	0	38	165.014	569.66
6	0	38	166.212	564.58
6	0	38	167.172	559.531
6	0	38	167.868	554.495
6	0	38	168.275	549.449
6	0	38	168.369	544.375
6	0	38	168.125	539.25
6	0	38	167.517	534.055
6	0	38	166.521	528.77
6	0	38	165.113	523.373
6	0	38	163.266	517.844
6	0	38	160.956	512.163
6	0	38	158.158	506.309
6	0	38	154.848	500.261
6	0	38	151	494
6	0	38	151	494
6	0	38	145.559	498.877
6	0	38	140.469	503.766
6	0	38	135.707	508.678
6	0	38	131.25	513.625
6	0	38	127.074	518.619
6	0	38	123.156	523.672
6	0	38	119.473	528.795
6	0	38	116	534
6	0	38	NA	NA
NA	NA	NA	NA	NA
6	0	39	162	580
6	0	39	167.467	584.166
6	0	39	173.297	588.391
6	0	39	185.625	596.875
6	0	39	210	613
6	0	39	210	613
6	0	39	209.014	621.598
6	0	39	208.297	630.781
6	0	39	207.838	640.387
6	0	39	207.625	650.25
6	0	39	207.646	660.207
6	0	39	207.891	670.094
6	0	39	208.346	679.746
6	0	39	209	689
6	0	39	209	689
6	0	39	199.482	688.107
6	0	39	190.422	686.922
6	0	39	181.807	685.432
6	0	39	173.625	683.625
6	0	39	165.865	681.49
6	0	39	158.516	679.016
6	0	39	151.564	676.189
6	0	39	145	673
6	0	39	145	673
6	0	39	145.607	660.596
6	0	39	146.672	648.766
6	0	39	148.182	637.334
6	0	39	150.125	626.125
6	0	39	152.49	614.963
6	0	39	155.266	603.672
6	0	39	158.439	592.076
6	0	39	162	580
6	0	39	NA	NA
NA	NA	NA	NA	NA
6	0	40	162	580
6	0	40	167.467	584.166
6	0	40	173.297	588.391
6	0	40	185.625	596.875
6	0	40	210	613
6	0	40	210	613
6	0	40	211.725	601.945
6	0	40	213.859	590
6	0	40	216.346	577.492
6	0	40	219.125	564.75
6	0	40	222.139	552.102
6	0	40	225.328	539.875
6	0	40	228.635	528.398
6	0	40	232	518
6	0	40	232	518
6	0	40	213.25	492.375
6	0	40	201.344	475.953
6	0	40	190	460
6	0	40	190	460
6	0	40	181.375	467.562
6	0	40	171.25	476.25
6	0	40	160.75	485.312
6	0	40	151	494
6	0	40	151	494
6	0	40	154.848	500.261
6	0	40	158.158	506.309
6	0	40	160.956	512.163
6	0	40	163.266	517.844
6	0	40	165.113	523.373
6	0	40	166.521	528.77
6	0	40	167.517	534.055
6	0	40	168.125	539.25
6	0	40	168.369	544.375
6	0	40	168.275	549.449
6	0	40	167.868	554.495
6	0	40	167.172	559.531
6	0	40	166.212	564.58
6	0	40	165.014	569.66
6	0	40	163.601	574.793
6	0	40	162	580
6	0	40	NA	NA
NA	NA	NA	NA	NA
6	0	41	813	508
6	0	41	819.059	515.41
6	0	41	824.531	522.656
6	0	41	829.488	529.762
6	0	41	834	536.75
6	0	41	838.137	543.645
6	0	41	841.969	550.469
6	0	41	845.566	557.246
6	0	41	849	564
6	0	41	849	564
6	0	41	853.351	561.096
6	0	41	857.408	558.197
6	0	41	861.175	555.299
6	0	41	864.656	552.402
6	0	41	867.856	549.504
6	0	41	870.779	546.602
6	0	41	873.43	543.695
6	0	41	875.812	540.781
6	0	41	877.931	537.859
6	0	41	879.791	534.925
6	0	41	881.396	531.98
6	0	41	882.75	529.02
6	0	41	883.858	526.043
6	0	41	884.725	523.049
6	0	41	885.354	520.035
6	0	41	885.75	517
6	0	41	885.918	513.941
6	0	41	885.861	510.857
6	0	41	885.585	507.746
6	0	41	885.094	504.605
6	0	41	884.391	501.435
6	0	41	883.482	498.231
6	0	41	882.371	494.993
6	0	41	881.062	491.719
6	0	41	879.56	488.406
6	0	41	877.869	485.054
6	0	41	873.938	478.223
6	0	41	869.303	471.209
6	0	41	864	464
6	0	41	864	464
6	0	41	857.543	470.279
6	0	41	850.969	476.359
6	0	41	844.348	482.229
6	0	41	837.75	487.875
6	0	41	824.906	498.453
6	0	41	813	508
6	0	41	NA	NA
NA	NA	NA	NA	NA
6	0	42	158	408
6	0	42	151.75	396.25
6	0	42	148.93	390.773
6	0	42	146.25	385.25
6	0	42	143.664	379.445
6	0	42	141.125	373.125
6	0	42	138.586	366.055
6	0	42	136	358
6	0	42	136	358
6	0	42	144.227	350.268
6	0	42	152.5	342.828
6	0	42	160.961	335.693
6	0	42	169.75	328.875
6	0	42	179.008	322.385
6	0	42	183.856	319.266
6	0	42	188.875	316.234
6	0	42	194.081	313.29
6	0	42	199.492	310.436
6	0	42	205.126	307.672
6	0	42	211	305
6	0	42	211	305
6	0	42	226	361
6	0	42	226	361
6	0	42	210.031	371.016
6	0	42	192	382.625
6	0	42	182.855	388.822
6	0	42	173.969	395.172
6	0	42	165.598	401.592
6	0	42	158	408
6	0	42	NA	NA
NA	NA	NA	NA	NA
6	0	43	813	508
6	0	43	819.059	515.41
6	0	43	824.531	522.656
6	0	43	829.488	529.762
6	0	43	834	536.75
6	0	43	838.137	543.645
6	0	43	841.969	550.469
6	0	43	845.566	557.246
6	0	43	849	564
6	0	43	849	564
6	0	43	820.125	583
6	0	43	805.547	592.688
6	0	43	792	602
6	0	43	792	602
6	0	43	788.662	594.424
6	0	43	785.359	587.328
6	0	43	778.625	573.875
6	0	43	771.328	560.234
6	0	43	763	545
6	0	43	763	545
6	0	43	783.875	529.875
6	0	43	797.453	519.828
6	0	43	813	508
6	0	43	NA	NA
NA	NA	NA	NA	NA
6	0	44	190	460
6	0	44	185.221	453.049
6	0	44	181.203	446.953
6	0	44	174.375	435.875
6	0	44	167.359	423.859
6	0	44	158	408
6	0	44	158	408
6	0	44	165.598	401.592
6	0	44	173.969	395.172
6	0	44	182.855	388.822
6	0	44	192	382.625
6	0	44	210.031	371.016
6	0	44	226	361
6	0	44	226	361
6	0	44	227.661	368.374
6	0	44	228.883	375.508
6	0	44	229.647	382.419
6	0	44	229.938	389.125
6	0	44	229.735	395.644
6	0	44	229.023	401.992
6	0	44	227.784	408.188
6	0	44	226	414.25
6	0	44	223.653	420.194
6	0	44	220.727	426.039
6	0	44	217.202	431.802
6	0	44	213.062	437.5
6	0	44	208.29	443.151
6	0	44	202.867	448.773
6	0	44	196.776	454.384
6	0	44	190	460
6	0	44	NA	NA
NA	NA	NA	NA	NA
6	0	45	767	457
6	0	45	791.5	484
6	0	45	813	508
6	0	45	813	508
6	0	45	824.906	498.453
6	0	45	837.75	487.875
6	0	45	844.348	482.229
6	0	45	850.969	476.359
6	0	45	857.543	470.279
6	0	45	864	464
6	0	45	864	464
6	0	45	857.066	455.467
6	0	45	849.781	447.109
6	0	45	842.168	438.916
6	0	45	834.25	430.875
6	0	45	826.051	422.975
6	0	45	817.594	415.203
6	0	45	808.902	407.549
6	0	45	800	400
6	0	45	800	400
6	0	45	796.162	408.191
6	0	45	792.172	415.656
6	0	45	788.064	422.605
6	0	45	783.875	429.25
6	0	45	775.391	442.469
6	0	45	771.166	449.465
6	0	45	767	457
6	0	45	NA	NA
NA	NA	NA	NA	NA
6	0	46	226	361
6	0	46	241.297	351.445
6	0	46	254.25	343.25
6	0	46	259.877	339.413
6	0	46	264.953	335.617
6	0	46	269.49	331.763
6	0	46	273.5	327.75
6	0	46	276.994	323.479
6	0	46	278.552	321.216
6	0	46	279.984	318.852
6	0	46	281.294	316.372
6	0	46	282.482	313.767
6	0	46	283.551	311.022
6	0	46	284.5	308.125
6	0	46	285.332	305.064
6	0	46	286.049	301.827
6	0	46	287.141	294.773
6	0	46	287.787	286.864
6	0	46	288	278
6	0	46	288	278
6	0	46	280.098	280.186
6	0	46	270.906	282.922
6	0	46	260.824	286.104
6	0	46	250.25	289.625
6	0	46	239.582	293.381
6	0	46	229.219	297.266
6	0	46	219.559	301.174
6	0	46	211	305
6	0	46	211	305
6	0	46	226	361
6	0	46	NA	NA
NA	NA	NA	NA	NA
6	0	47	767	457
6	0	47	791.5	484
6	0	47	813	508
6	0	47	813	508
6	0	47	797.453	519.828
6	0	47	783.875	529.875
6	0	47	763	545
6	0	47	763	545
6	0	47	760.002	539.178
6	0	47	757.389	533.672
6	0	47	755.171	528.424
6	0	47	753.359	523.375
6	0	47	751.964	518.467
6	0	47	750.994	513.641
6	0	47	750.461	508.838
6	0	47	750.375	504
6	0	47	750.746	499.068
6	0	47	751.584	493.984
6	0	47	752.9	488.689
6	0	47	754.703	483.125
6	0	47	757.005	477.232
6	0	47	759.814	470.953
6	0	47	763.143	464.229
6	0	47	767	457
6	0	47	NA	NA
NA	NA	NA	NA	NA
6	0	48	232	518
6	0	48	213.25	492.375
6	0	48	201.344	475.953
6	0	48	190	460
6	0	48	190	460
6	0	48	196.776	454.384
6	0	48	202.867	448.773
6	0	48	208.29	443.151
6	0	48	213.062	437.5
6	0	48	217.202	431.802
6	0	48	220.727	426.039
6	0	48	223.653	420.194
6	0	48	226	414.25
6	0	48	227.784	408.188
6	0	48	229.023	401.992
6	0	48	229.735	395.644
6	0	48	229.938	389.125
6	0	48	229.647	382.419
6	0	48	228.883	375.508
6	0	48	227.661	368.374
6	0	48	226	361
6	0	48	226	361
6	0	48	241.297	351.445
6	0	48	254.25	343.25
6	0	48	259.877	339.413
6	0	48	264.953	335.617
6	0	48	269.49	331.763
6	0	48	273.5	327.75
6	0	48	276.994	323.479
6	0	48	278.552	321.216
6	0	48	279.984	318.852
6	0	48	281.294	316.372
6	0	48	282.482	313.767
6	0	48	283.551	311.022
6	0	48	284.5	308.125
6	0	48	285.332	305.064
6	0	48	286.049	301.827
6	0	48	287.141	294.773
6	0	48	287.787	286.864
6	0	48	288	278
6	0	48	288	278
6	0	48	306.156	274.016
6	0	48	314.262	272.357
6	0	48	322.25	270.875
6	0	48	330.52	269.533
6	0	48	339.469	268.297
6	0	48	349.496	267.131
6	0	48	361	266
6	0	48	361	266
6	0	48	350.85	280.805
6	0	48	341.02	295.613
6	0	48	331.5	310.451
6	0	48	322.281	325.344
